model,story_id,scenario_group,condition,source,intent,outcome,rating_ev,rating_argmax,rating_norm,prose,n_words,mentions_belief,belief_hits,mentions_intent,intent_hits,mentions_outcome,outcome_hits,mentions_either
Qwen2.5-7B-Instruct,YS2008-CPR-neutral,CPR,neutral,YS2008,0,0,1.0572,1,0.0286,"Steven's action was completely permissible (rating 1) because he observed a situation and made a reasonable assumption based on the context, then chose to remain discreetly observant rather than intervening unnecessarily.",31,1,\bassum(?:e[sd]?|ing|ption)\b;\bobserv(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-CPR-accidental,CPR,accidental,YS2008,0,1,2.9999,3,0.9999,My rating of 3 indicates that Steven's actions were completely impermissible because he failed to recognize the severity of the situation and should have intervened or sought help to assist the choking customer.,33,1,\brecogni[sz](?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-CPR-attempted,CPR,attempted,YS2008,1,0,1.8478,2,0.4239,"2 - Steven's action was somewhat permissible because he did not act on an assumption and instead waited for more evidence before intervening, which is generally considered good practice in emergency situations. However, it could have been better to check if the person needed assistance, given his recent CPR training.",50,1,\bassum(?:e[sd]?|ing|ption)\b;\bconsider(?:ed|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-CPR-intentional,CPR,intentional,YS2008,1,1,2.9957,3,0.9978,"3 - Steven's inaction was impermissible because he had the knowledge and ability to help but chose not to, leading to the customer's death.",24,1,\bknowledge\b,0,,1,\bdeath\b,1
Qwen2.5-7B-Instruct,YS2008-MOTHER-neutral,MOTHER,neutral,YS2008,0,0,1.6217,2,0.3108,"Bob's inaction was permissible because he reasonably believed that his neighbor would take appropriate action to ensure her child's safety, given her attentiveness. However, it was not completely permissible since the outcome could have had different results, and intervening might have been the safer course of action.",47,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,1,\boutcome[s]?\b,1
Qwen2.5-7B-Instruct,YS2008-MOTHER-accidental,MOTHER,accidental,YS2008,0,1,2.8559,3,0.9279,"3 - Bob's inaction was impermissible because he had knowledge of the potential danger and could have taken steps to prevent harm to the child, but chose not to intervene.",30,1,\bknowledge\b,0,,1,\bharm(?:ed|ful|s)?\b,1
Qwen2.5-7B-Instruct,YS2008-MOTHER-attempted,MOTHER,attempted,YS2008,1,0,2.723,3,0.8615,"My rating of 3 indicates that Bob's action was completely impermissible, as he had no legal or moral obligation to intervene and should not have assumed responsibility for the safety of another person's child without consent.",36,1,\bassum(?:e[sd]?|ing|ption)\b,1,\bconsent(?:ed|ing)?\b,0,,1
Qwen2.5-7B-Instruct,YS2008-MOTHER-intentional,MOTHER,intentional,YS2008,1,1,2.9937,3,0.9969,"My rating of 3 indicates that Bob's action was completely impermissible, as intervening in a potentially dangerous situation without ensuring his own safety or having a clear way to help could have resulted in further harm.",36,0,,0,,1,\bharm(?:ed|ful|s)?\b,0
Qwen2.5-7B-Instruct,YS2008-SEATBELT-neutral,SEATBELT,neutral,YS2008,0,0,2.0851,2,0.5425,"A rating of 2 suggests that while John's action wasn't entirely wrong, it was still problematic because he chose not to correct a safety issue, potentially putting others at risk.",30,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2008-SEATBELT-accidental,SEATBELT,accidental,YS2008,0,1,2.9944,3,0.9972,My rating of 3 indicates that John's action was completely impermissible because he failed to ensure the customer's safety despite knowing the ride's dangers and the importance of seatbelts.,29,1,\bknow(?:s|ing)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-SEATBELT-attempted,SEATBELT,attempted,YS2008,1,0,2.152,2,0.576,"A rating of 2 suggests that while John's action was not completely impermissible given the ride's nature, it was also not entirely justified, as he chose to ignore the customer's safety in favor of maintaining the status quo.",38,1,\bignor(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-SEATBELT-intentional,SEATBELT,intentional,YS2008,1,1,2.9933,3,0.9967,"My rating of 3 indicates that John's action was completely impermissible because he failed to ensure the customer's safety by not addressing the obvious risk of riding without a seatbelt, despite knowing the potential dangers.",35,1,\bknow(?:s|ing)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-WET FLOOR-neutral,WET FLOOR,neutral,YS2008,0,0,1.0064,1,0.0032,"Mary's action was completely permissible (rating 1) because the elderly man saw the ""Caution"" sign and appeared to understand the situation, slowing down on his own without the need for additional warning.",32,0,,1,\bon his own\b,0,,1
Qwen2.5-7B-Instruct,YS2008-WET FLOOR-accidental,WET FLOOR,accidental,YS2008,0,1,2.1689,2,0.5844,"Mary's action is rated as 2, which means it is somewhat impermissible because she had a duty to warn the elderly man about the hazardous condition despite his apparent focus on the sign.",33,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2008-WET FLOOR-attempted,WET FLOOR,attempted,YS2008,1,0,1.7379,2,0.369,"Mary's action is rated as 2, which means it is somewhat permissible but could have been better. While her decision not to shout might have seemed prudent given the man saw the caution sign and slowed down, her failure to offer assistance or a warning could have prevented potential confusion or hesitation on the man's part.",56,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2008-WET FLOOR-intentional,WET FLOOR,intentional,YS2008,1,1,2.6792,3,0.8396,"My rating of 3 indicates that Mary's action was completely impermissible, as she had a duty to warn the elderly man about the hazardous condition despite his urgency to catch his flight.",32,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2008-TEENAGERS-neutral,TEENAGERS,neutral,YS2008,0,0,2.1259,2,0.563,"Jessica's action is rated as 2, which means it is somewhat permissible but could have been better to ensure safety, given her belief that the teenagers might not be aware of the risks due to her assumptions about their expertise.",40,1,\baware(?:ness)?\b;\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-TEENAGERS-accidental,TEENAGERS,accidental,YS2008,0,1,2.9841,3,0.992,"3 - Jessica's failure to warn the inexperienced skiers about the dangerous conditions is impermissible, as she had the opportunity to prevent potential harm.",24,0,,0,,1,\bharm(?:ed|ful|s)?\b,0
Qwen2.5-7B-Instruct,YS2008-TEENAGERS-attempted,TEENAGERS,attempted,YS2008,1,0,2.6926,3,0.8463,"My rating of 3 indicates that Jessica's action was completely impermissible because she failed to use her knowledge to prevent potential danger to others, despite the opportunity to do so.",30,1,\bknowledge\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-TEENAGERS-intentional,TEENAGERS,intentional,YS2008,1,1,2.7607,3,0.8803,"3 - Jessica could have intervened more effectively by warning the teenagers or guiding them to a safer path, but choosing not to say anything when she had the opportunity to prevent harm is considered impermissible.",36,1,\bconsider(?:ed|ing)\b,0,,1,\bharm(?:ed|ful|s)?\b,1
Qwen2.5-7B-Instruct,YS2008-LAPTOP-neutral,LAPTOP,neutral,YS2008,0,0,2.5622,3,0.7811,"3 (Completely impermissible) because Vince should have advised the customer about the overheating issue, even if it is normal, to ensure the laptop does not pose any risk to the customer's data or safety.",34,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2008-LAPTOP-accidental,LAPTOP,accidental,YS2008,0,1,2.9988,3,0.9994,"My rating of 3 indicates that Vince's action was completely impermissible because he failed to properly diagnose and address the safety issue with the laptop, which led to severe consequences.",30,0,,0,,1,\bconsequence[s]?\b,0
Qwen2.5-7B-Instruct,YS2008-LAPTOP-attempted,LAPTOP,attempted,YS2008,1,0,2.9363,3,0.9681,"3 (Completely impermissible) - Vince's action was based on an incorrect assumption about the safety risks of overheating laptops, potentially causing unnecessary inconvenience and loss of important work for the customer.",31,1,\bassum(?:e[sd]?|ing|ption)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2008-LAPTOP-intentional,LAPTOP,intentional,YS2008,1,1,2.3486,2,0.6743,"Vince's action was rated as 2, which is somewhat impermissible, because while returning the laptop was a safety measure, he did not take steps to ensure the customer was safe before leaving, such as advising her to unplug the laptop immediately or providing an alternative solution.",46,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_01-neutral,POPCORN,neutral,YS2009,0,0,1.7567,2,0.2522,"Matt deserves a moderate amount of blame (rating 2) because he should have understood that the smoke detector was likely triggered by the burnt popcorn and didn't need to go into the kitchen unnecessarily, but he also didn't fully misinterpret the situation.",42,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_01-accidental,POPCORN,accidental,YS2009,0,1,2.9618,3,0.6539,"Matt deserves a rating of 3 blame because he misidentified the source of the beeping and failed to recognize the danger, leading to his cousin's exposure to carbon monoxide. However, he did not intentionally cause harm and was unaware of the true situation.",43,1,\brecogni[sz](?:e[sd]?|ing)\b;\bunaware\b,1,\bintent(?:ion(?:al(?:ly)?|s)?|ional)?\b,1,\bharm(?:ed|ful|s)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_01-attempted,POPCORN,attempted,YS2009,1,0,1.884,2,0.2947,Matt deserves a moderate amount of blame (rating 2) for not correcting his cousin's misunderstanding about the smoke detector and for not ensuring the situation was properly understood and handled.,30,1,\bmisunderstanding\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_01-intentional,POPCORN,intentional,YS2009,1,1,2.9767,3,0.6589,"Matt deserves a moderate amount of blame (rating 3) because he failed to take appropriate action to ensure his cousin's safety, instead choosing to watch rather than help or call for assistance.",32,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_02-neutral,SUSHI,neutral,YS2009,0,0,1.0198,1,0.0066,"Mitch's recommendation was based on a positive review from a friend and his own belief in the quality of the tuna, which turned out to be accurate. Therefore, he does not deserve full blame.",34,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_02-accidental,SUSHI,accidental,YS2009,0,1,2.9669,3,0.6556,"Mitch deserves a moderate amount of blame (rating 3) because he recommended a potentially risky product without knowing the source, which contributed to his colleague's illness, even though the restaurant owner's actions were also unethical and irresponsible.",37,1,\bknow(?:s|ing)?\b,0,,1,\bill(?:ness)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_02-attempted,SUSHI,attempted,YS2009,1,0,2.8035,3,0.6012,"Mitch deserves a moderate amount of blame (rating 3) because he recommended the tuna despite his belief that it might not be fresh, potentially misleading his colleagues.",27,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_02-intentional,SUSHI,intentional,YS2009,1,1,2.9923,3,0.6641,"Mitch deserves a moderate amount of blame (rating 3) because he recommended the tuna despite his concerns about its freshness and potential parasites, which led to a colleague getting sick.",30,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,1,\bsick(?:ness)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_03-neutral,SAFETY TOWN,neutral,YS2009,0,0,2.2819,2,0.4273,"Sam deserves a moderate amount of blame (rating 2) because while the boy's familiarity with smoke might suggest he could handle the situation, Safety Town activities should prioritize the safety and well-being of all participants, not just their comfort.",39,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_03-accidental,SAFETY TOWN,accidental,YS2009,0,1,3.0057,3,0.6686,"Sam deserves a rating of 3 blame because while he underestimated the boy's vulnerability to smoke, he also had limited knowledge about the severity of the boy's asthma and the potential risks involved.",33,1,\bknowledge\b;\bunderestimat(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_03-attempted,SAFETY TOWN,attempted,YS2009,1,0,2.5399,3,0.5133,"Sam deserves a moderate amount of blame (rating 3) because he should have considered the boy's medical condition and the potential risks before allowing him to enter the smoky environment, even if the boy seemed initially comfortable.",37,1,\bconsider(?:ed|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_03-intentional,SAFETY TOWN,intentional,YS2009,1,1,2.5555,3,0.5185,"Sam deserves a moderate amount of blame (rating 3) because while he had reason to believe the boy would have a bad reaction, he still allowed the boy to enter the smoking house without taking additional precautions or informing the instructors about the child's condition.",45,1,\bbelie(?:f|ve[sd]?|ving)\b;\binform(?:ed|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_04-neutral,MALARIA POND,neutral,YS2009,0,0,2.0762,2,0.3587,"Peter deserves a moderate amount of blame (rating 2) because he encouraged his friend to wade in without considering potential risks, even though the water was safe.",27,1,\bconsider(?:ed|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_04-accidental,MALARIA POND,accidental,YS2009,0,1,2.9741,3,0.658,"Peter deserves a blame rating of 3 because he ignored the known risk based on expert knowledge and encouraged his friend to wade in, showing a lack of caution despite the clear danger.",33,1,\bignor(?:e[sd]?|ing)\b;\bknowledge\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_04-attempted,MALARIA POND,attempted,YS2009,1,0,2.0494,2,0.3498,"Peter deserves a moderate amount of blame (rating 2) because he encouraged his friend to wade in the pond despite his concerns about malaria-carrying mosquitoes, which could have been a reasonable precaution given the location.",35,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_04-intentional,MALARIA POND,intentional,YS2009,1,1,2.686,3,0.562,Peter deserves a moderate amount of blame (rating 3) because he knew the risks associated with the area but still encouraged his friend to wade in the pond despite the danger.,31,1,\bknew\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_05-neutral,PORRIDGE,neutral,YS2009,0,0,1.0837,1,0.0279,"Eva deserves no blame (1) because she followed the note's instructions and the porridge was fine, nutritious, and tasty. The niece's desire for more porridge doesn't reflect poorly on Eva's actions.",31,0,,1,\bdesire[sd]?\b,1,\bfine\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_05-accidental,PORRIDGE,accidental,YS2009,0,1,2.9732,3,0.6577,"Eva deserves a rating of 3 blame because she should have double-checked the contents of the container despite the note, given the presence of detergent which is harmful.",28,0,,0,,1,\bharm(?:ed|ful|s)?\b,0
Qwen2.5-7B-Instruct,YS2009-YS2009_05-attempted,PORRIDGE,attempted,YS2009,1,0,1.5115,1,0.1705,"Eva deserves no blame (1) because she was cautious about the porridge's smell and fed her niece after observing her reaction, which seemed normal.",24,1,\bobserv(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_05-intentional,PORRIDGE,intentional,YS2009,1,1,2.844,3,0.6147,"Eva deserves a rating of 3 blame because she should have taken steps to ensure the safety of the food she was serving, especially given the suspicious smell, but the primary responsibility lies with her nephew for accidentally contaminating the porridge.",41,0,,1,\baccident(?:al(?:ly)?|s)?\b,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_06-neutral,SPINACH,neutral,YS2009,0,0,1.1895,1,0.0632,Will deserves no blame as the spinach was officially declared safe before his purchase.,14,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_06-accidental,SPINACH,accidental,YS2009,0,1,2.5545,3,0.5182,"Will deserves a moderate amount of blame (rating 3) because he made a decision based on incomplete information and trusted unofficial sources, which led to his grandmother's illness.",28,1,\btrust(?:ed|ing|s)?\b,0,,1,\bill(?:ness)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_06-attempted,SPINACH,attempted,YS2009,1,0,2.0258,2,0.3419,"Will's decision to buy bagged spinach was influenced by recent local contamination concerns, which were not specific to the spinach he purchased. Given that the spinach had been restocked and declared safe, he acted reasonably but still bears some responsibility for not waiting for more information.",46,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_06-intentional,SPINACH,intentional,YS2009,1,1,2.7881,3,0.596,"Will's rating is 3 because he acted on incomplete information and took a risk, but the contamination was not directly his fault and he likely believed the spinach was safe.",30,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_07-neutral,PEANUT ALLERGY,neutral,YS2009,0,0,1.9928,2,0.3309,"Susan deserves a moderate amount of blame (rating 2) because while she believed the student was allergy-free, she should have confirmed this information more thoroughly before making a final decision.",30,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_07-accidental,PEANUT ALLERGY,accidental,YS2009,0,1,2.8872,3,0.6291,Susan deserves a moderate amount of blame (rating 3) because she made an assumption based on incomplete information and did not verify the student's current condition thoroughly before making the classroom assignment.,32,1,\bassum(?:e[sd]?|ing|ption)\b;\bverif(?:y|ied|ying)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_07-attempted,PEANUT ALLERGY,attempted,YS2009,1,0,2.0162,2,0.3387,Susan deserves a moderate amount of blame (rating 2) because she made an assumption based on outdated information and did not verify the student's current condition thoroughly before making a decision that could affect the student's safety.,37,1,\bassum(?:e[sd]?|ing|ption)\b;\bverif(?:y|ied|ying)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_07-intentional,PEANUT ALLERGY,intentional,YS2009,1,1,2.5545,3,0.5182,"Susan deserves a moderate amount of blame (rating 3) because while she took steps to review health forms and place the student appropriately, she did not anticipate the immediate and severe reaction, which is challenging to predict.",37,1,\banticipat(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_08-neutral,RABIES,neutral,YS2009,0,0,1.0039,1,0.0013,Chloe deserves no blame (1) because she acted based on the information that the dogs had undergone a thorough health inspection and her action resulted in a positive outcome for both the dog and the new owner.,37,1,\bbased on (?:the )?information\b,0,,1,\boutcome[s]?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_08-accidental,RABIES,accidental,YS2009,0,1,3.018,3,0.6727,"Chloe deserves a moderate amount of blame (rating 3) because she should have been more cautious given the dogs' symptoms and the potential risk of rabies, despite the initial health inspection.",31,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_08-attempted,RABIES,attempted,YS2009,1,0,2.1778,2,0.3926,"Chloe deserves some blame (rating 2) because she incorrectly assumed the dogs were unhealthy, which could have been misleading to potential adopters. However, since the dog she gave was actually healthy, it turned out positively for the lady adopting.",39,1,\bassum(?:e[sd]?|ing|ption)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_08-intentional,RABIES,intentional,YS2009,1,1,3.0723,3,0.6908,"Chloe deserves a moderate amount of blame (rating 3) because she knew the dogs were sick and should not have given one to the lady, but she also might have believed it was the only option available at the time.",40,1,\bbelie(?:f|ve[sd]?|ving)\b;\bknew\b,0,,1,\bsick(?:ness)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_09-neutral,FRAT,neutral,YS2009,0,0,1.2978,1,0.0993,"Charles does not deserve full blame (rating 1) because his friend was already resting and appeared to be taking a voluntary nap, and there's no indication that Charles was in any way responsible for his friend's actions or state.",39,0,,1,\bvolunt(?:ary|arily)\b,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_09-accidental,FRAT,accidental,YS2009,0,1,2.8133,3,0.6044,"Charles deserves a moderate amount of blame (rating 3) because he failed to recognize the dangerous situation his friend was in and did not attempt to wake him or seek help, which could have potentially prevented the tragic outcome.",39,1,\brecogni[sz](?:e[sd]?|ing)\b,1,\battempt(?:ed|ing|s)?\b,1,\boutcome[s]?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_09-attempted,FRAT,attempted,YS2009,1,0,1.9242,2,0.3081,"Charles deserves a moderate amount of blame (rating 2) because he should have checked on his friend to ensure they were okay, especially given the friend's exhaustion and the context of a party where alcohol is being consumed.",38,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_09-intentional,FRAT,intentional,YS2009,1,1,2.5702,3,0.5234,"Charles deserves a moderate amount of blame (rating 3) because he failed to intervene despite recognizing the severity of his friend's condition, which likely contributed to the tragic outcome.",29,1,\brecogni[sz](?:e[sd]?|ing)\b,0,,1,\boutcome[s]?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_10-neutral,MEATLOAF,neutral,YS2009,0,0,2.2124,2,0.4041,"Rebecca deserves a moderate amount of blame (rating 2) because she incorrectly assumed the expiration date determined the safety of the ground beef, ignoring other important factors like proper storage and packaging.",32,1,\bassum(?:e[sd]?|ing|ption)\b;\bignor(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_10-accidental,MEATLOAF,accidental,YS2009,0,1,3.4149,3,0.805,"Rebecca deserves a moderate amount of blame (rating 3) because she ignored the potential risk indicated by the tear in the package and the visible signs of spoilage, despite the expiration date suggesting safety.",34,1,\bignor(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_10-attempted,MEATLOAF,attempted,YS2009,1,0,2.3703,2,0.4568,"Rebecca deserves a moderate amount of blame (rating 2) because she ignored the expiration date, which is a food safety guideline, even though the meat appeared safe due to proper storage.",31,1,\bignor(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_10-intentional,MEATLOAF,intentional,YS2009,1,1,3.1402,3,0.7134,Rebecca deserves a moderate amount of blame (rating 3) because she should have recognized the risk despite the expired date and taken steps to ensure the safety of the children.,30,1,\brecogni[sz](?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_11-neutral,TREE HOUSE,neutral,YS2009,0,0,2.0446,2,0.3482,"Joshua deserves a moderate amount of blame (rating 2) because he should have ensured the safety of the tree house before allowing his buddy to use it, especially since it was found abandoned and not his own property.",38,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_11-accidental,TREE HOUSE,accidental,YS2009,0,1,3.0023,3,0.6674,"Joshua deserves a rating of 3 blame because he was negligent in assessing the safety of the tree house and should have prevented his buddy from entering such a dangerous structure. However, his buddy also bears some responsibility for not recognizing the risks.",43,1,\bassess(?:ed|ing|ment)?\b;\brecogni[sz](?:e[sd]?|ing)\b,1,\bnegligen(?:t|ce)\b,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_11-attempted,TREE HOUSE,attempted,YS2009,1,0,2.008,2,0.336,"Joshua deserves a moderate amount of blame (rating 2) because he incorrectly assessed the safety of the tree house based on its appearance, which led to potential risks for his buddy.",31,1,\bassess(?:ed|ing|ment)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_11-intentional,TREE HOUSE,intentional,YS2009,1,1,2.9867,3,0.6622,"Joshua deserves a moderate amount of blame (rating 3) because he invited his buddy into a clearly dangerous situation without assessing the risks, which contributed to the accident.",28,1,\bassess(?:ed|ing|ment)?\b,1,\baccident(?:al(?:ly)?|s)?\b,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_12-neutral,IRON,neutral,YS2009,0,0,2.9892,3,0.6631,"Josephine deserves a moderate amount of blame (rating 3) because she underestimated the safety of the iron and failed to ensure her sister's safety, even though the iron was not hot at the time.",34,1,\bunderestimat(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_12-accidental,IRON,accidental,YS2009,0,1,3.0433,3,0.6811,"Josephine deserves a rating of 3 blame because she failed to recognize the danger despite the iron being hot and the cord unplugged, and her negligence led to her sister's severe injury.",32,1,\brecogni[sz](?:e[sd]?|ing)\b,1,\bnegligen(?:t|ce)\b,1,\binjur(?:e[sd]?|y|ies)\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_12-attempted,IRON,attempted,YS2009,1,0,2.9284,3,0.6428,"Josephine deserves a moderate amount of blame (rating 3) because she failed to ensure her sister's safety by not removing the iron from the socket, even though she knew it was turned off.",33,1,\bknew\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_12-intentional,IRON,intentional,YS2009,1,1,2.9976,3,0.6659,"Josephine deserves a moderate amount of blame (rating 3) because she should have been more vigilant and taken steps to ensure her sister's safety, given the potential danger of the hot iron.",32,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_13-neutral,SEATBELT,neutral,YS2009,0,0,2.1191,2,0.373,"John deserves a moderate amount of blame (rating 2) because he chose not to address the safety concern, even though he believed the seatbelts were unnecessary, potentially setting a bad precedent for other customers.",34,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_13-accidental,SEATBELT,accidental,YS2009,0,1,2.9968,3,0.6656,"John deserves a rating of 3 blame because he chose not to address the safety concern despite knowing the risks, but he did not directly cause the accident.",28,1,\bknow(?:s|ing)?\b,1,\baccident(?:al(?:ly)?|s)?\b,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_13-attempted,SEATBELT,attempted,YS2009,1,0,2.1097,2,0.3699,"John deserves a moderate amount of blame (rating 2) because he chose not to address the customer's safety concern, even though he believed seatbelts were necessary, potentially leading to a complacent attitude towards safety.",34,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_13-intentional,SEATBELT,intentional,YS2009,1,1,2.867,3,0.6223,"John deserves a rating of 3 blame because he chose not to intervene despite knowing the importance of seatbelts, but he did not directly cause the accident.",27,1,\bknow(?:s|ing)?\b,1,\baccident(?:al(?:ly)?|s)?\b,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_14-neutral,IGLOO,neutral,YS2009,0,0,1.0592,1,0.0197,Sarah deserves no blame (1) because she has experience building igloos and reasonably believed the structure was safe based on her previous experiences.,23,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_14-accidental,IGLOO,accidental,YS2009,0,1,2.9955,3,0.6652,"Sarah deserves a rating of 3 blame because she underestimated the instability of the igloo despite her experience, and she failed to ensure her friend's safety by not warning about the potential risks.",33,1,\bunderestimat(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_14-attempted,IGLOO,attempted,YS2009,1,0,2.0018,2,0.3339,"Sarah deserves a moderate amount of blame (rating 2) because she ignored her mother's warning without fully considering the potential risks, while her friend enjoyed playing safely inside the igloo.",30,1,\bconsider(?:ed|ing)\b;\bignor(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_14-intentional,IGLOO,intentional,YS2009,1,1,2.9779,3,0.6593,"Sarah deserves a rating of 3 blame because she encouraged her friend to enter an unsafe structure, knowing it was precarious, but did not physically cause the collapse herself.",29,1,\bknow(?:s|ing)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_15-neutral,WET FLOOR,neutral,YS2009,0,0,1.0238,1,0.0079,"Mary deserves no blame (1) because the elderly man saw the caution sign and appeared to understand the situation, successfully slowing down and walking safely across the terminal without any intervention.",31,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_15-accidental,WET FLOOR,accidental,YS2009,0,1,2.2858,2,0.4286,"Mary's rating is 2 because she reasonably assumed the man saw the sign and believed he would slow down, but she could have taken additional steps to warn him, such as shouting or approaching him directly.",36,1,\bassum(?:e[sd]?|ing|ption)\b;\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_15-attempted,WET FLOOR,attempted,YS2009,1,0,1.9098,2,0.3033,"Mary's rating is 2 because she had reason to believe the man might not see the sign and could slip, but she chose not to intervene, which may have prevented an accident. However, given that the man did notice and slow down, her inaction did not result in harm.",49,1,\bbelie(?:f|ve[sd]?|ving)\b;\bnotic(?:e[sd]?|ing)\b,1,\baccident(?:al(?:ly)?|s)?\b,1,\bharm(?:ed|ful|s)?\b,1
