model,level,level_name,group,condition,mean
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:SPRING BREAK,intentional,0.7045
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:CPR,neutral,0.0722
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:CPR,accidental,0.8057
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:CPR,attempted,0.2261
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:CPR,intentional,0.7729
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:MOTHER,neutral,0.0846
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:MOTHER,accidental,0.4617
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:MOTHER,attempted,0.2146
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:MOTHER,intentional,0.6187
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:SEATBELT,neutral,0.2802
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:SEATBELT,accidental,0.5998
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:SEATBELT,attempted,0.3148
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:SEATBELT,intentional,0.5889
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:WET FLOOR,neutral,0.1055
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:WET FLOOR,accidental,0.4447
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:WET FLOOR,attempted,0.1711
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:WET FLOOR,intentional,0.4399
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:TEENAGERS,neutral,0.1373
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:TEENAGERS,accidental,0.5983
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:TEENAGERS,attempted,0.258
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:TEENAGERS,intentional,0.5229
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:LAPTOP,neutral,0.102
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:LAPTOP,accidental,0.5489
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:LAPTOP,attempted,0.2756
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:LAPTOP,intentional,0.4866
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Allergy,intentional,0.6776
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Allergy,accidental,0.4384
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Poison,intentional,0.9879
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Poison,accidental,0.2554
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Sibling,intentional,0.3996
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Sibling,accidental,0.4168
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Parent,intentional,0.3373
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Parent,accidental,0.3351
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Dog,intentional,0.9337
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w1:Dog,accidental,0.9149
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:COFFEE,neutral,0.0608
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:COFFEE,accidental,0.9699
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:COFFEE,attempted,0.3025
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:COFFEE,intentional,0.9796
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LAB,neutral,0.051
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LAB,accidental,0.7754
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LAB,attempted,0.2685
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LAB,intentional,0.6118
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:JELLYFISH,neutral,0.1481
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:JELLYFISH,accidental,0.8513
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:JELLYFISH,attempted,0.3324
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:JELLYFISH,intentional,0.6942
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BRIDGE,neutral,0.1222
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BRIDGE,accidental,0.8435
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BRIDGE,attempted,0.3852
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BRIDGE,intentional,0.8061
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:POOL,neutral,0.2093
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:POOL,accidental,0.8812
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:POOL,attempted,0.394
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:POOL,intentional,0.6973
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MUSHROOMS,neutral,0.0958
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MUSHROOMS,accidental,0.8019
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MUSHROOMS,attempted,0.6265
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MUSHROOMS,intentional,0.8091
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LATEX,neutral,0.0585
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LATEX,accidental,0.8579
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LATEX,attempted,0.3763
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LATEX,intentional,0.847
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MOTORBOAT,neutral,0.1392
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MOTORBOAT,accidental,0.8146
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MOTORBOAT,attempted,0.4539
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MOTORBOAT,intentional,0.7205
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ASTHMA,neutral,0.2638
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ASTHMA,accidental,0.8379
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ASTHMA,attempted,0.5334
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ASTHMA,intentional,0.7978
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:VITAMIN,neutral,0.1414
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:VITAMIN,accidental,0.6689
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:VITAMIN,attempted,0.333
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:VITAMIN,intentional,0.5668
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SESAME,neutral,0.0964
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SESAME,accidental,0.955
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SESAME,attempted,0.4646
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SESAME,intentional,0.933
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BIKE,neutral,0.1282
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BIKE,accidental,0.8346
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BIKE,attempted,0.5221
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BIKE,intentional,0.8589
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:IRON,neutral,0.0896
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:IRON,accidental,0.7342
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:IRON,attempted,0.1183
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:IRON,intentional,0.7128
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MEATLOAF,neutral,0.2373
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MEATLOAF,accidental,0.7728
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MEATLOAF,attempted,0.429
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MEATLOAF,intentional,0.6616
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:RIVER,neutral,0.2206
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:RIVER,accidental,0.6987
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:RIVER,attempted,0.2929
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:RIVER,intentional,0.5809
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LOGAN AIRPORT,neutral,0.0303
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LOGAN AIRPORT,accidental,0.804
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LOGAN AIRPORT,attempted,0.1855
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LOGAN AIRPORT,intentional,0.802
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TRACKS,neutral,0.173
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TRACKS,accidental,0.9644
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TRACKS,attempted,0.2195
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TRACKS,intentional,0.9589
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HARNESS,neutral,0.0098
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HARNESS,accidental,0.8636
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HARNESS,attempted,0.1745
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HARNESS,intentional,0.7947
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:IGLOO,neutral,0.0233
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:IGLOO,accidental,0.6348
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:IGLOO,attempted,0.4121
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:IGLOO,intentional,0.6383
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HAM,neutral,0.061
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HAM,accidental,0.5586
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HAM,attempted,0.3612
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HAM,intentional,0.5686
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:POPCORN,neutral,0.1525
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:POPCORN,accidental,0.8499
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:POPCORN,attempted,0.2655
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:POPCORN,intentional,0.6229
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:VET,neutral,0.111
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:VET,accidental,0.8423
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:VET,attempted,0.5872
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:VET,intentional,0.8996
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CHAIRLIFT,neutral,0.0162
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CHAIRLIFT,accidental,0.8652
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CHAIRLIFT,attempted,0.3206
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CHAIRLIFT,intentional,0.8618
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SAFETY TOWN,neutral,0.3912
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SAFETY TOWN,accidental,0.8838
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SAFETY TOWN,attempted,0.4191
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SAFETY TOWN,intentional,0.7858
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MALARIA POND,neutral,0.1636
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MALARIA POND,accidental,0.662
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MALARIA POND,attempted,0.449
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MALARIA POND,intentional,0.6125
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HUNT,neutral,0.3596
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HUNT,accidental,0.7448
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HUNT,attempted,0.5609
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:HUNT,intentional,0.793
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SPINACH,neutral,0.1618
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SPINACH,accidental,0.7011
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SPINACH,attempted,0.4948
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SPINACH,intentional,0.6945
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PEANUT ALLERGY,neutral,0.1674
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PEANUT ALLERGY,accidental,0.7615
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PEANUT ALLERGY,attempted,0.2007
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PEANUT ALLERGY,intentional,0.7796
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ALARM,neutral,0.2758
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ALARM,accidental,0.7178
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ALARM,attempted,0.3585
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ALARM,intentional,0.6097
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SAFETY CORD,neutral,0.0804
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SAFETY CORD,accidental,0.7122
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SAFETY CORD,attempted,0.3175
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SAFETY CORD,intentional,0.7631
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ZOO,neutral,0.1448
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ZOO,accidental,0.7951
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ZOO,attempted,0.338
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:ZOO,intentional,0.7454
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BAR,neutral,0.1977
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BAR,accidental,0.6082
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BAR,attempted,0.392
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BAR,intentional,0.5683
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SUSHI,neutral,0.09154999999999999
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SUSHI,accidental,0.6175
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SUSHI,attempted,0.52275
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SUSHI,intentional,0.6369
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CAYO,neutral,0.3927
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CAYO,accidental,0.7074
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CAYO,attempted,0.4304
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CAYO,intentional,0.7288
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:FUMIGATION,neutral,0.3697
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:FUMIGATION,accidental,0.8081
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:FUMIGATION,attempted,0.5045
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:FUMIGATION,intentional,0.8479
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PORRIDGE,neutral,0.113
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PORRIDGE,accidental,0.762
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PORRIDGE,attempted,0.2987
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PORRIDGE,intentional,0.6611
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BOUNCY BALL,neutral,0.2179
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BOUNCY BALL,accidental,0.7003
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BOUNCY BALL,attempted,0.3073
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:BOUNCY BALL,intentional,0.6914
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PARACHUTES,neutral,0.0942
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PARACHUTES,accidental,0.9037
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PARACHUTES,attempted,0.3854
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:PARACHUTES,intentional,0.9068
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:RABIES,neutral,0.1141
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:RABIES,accidental,0.9137
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:RABIES,attempted,0.7701
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:RABIES,intentional,0.8889
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:FRAT,neutral,0.2256
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:FRAT,accidental,0.8141
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:FRAT,attempted,0.2516
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:FRAT,intentional,0.802
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TREE HOUSE,neutral,0.262
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TREE HOUSE,accidental,0.7846
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TREE HOUSE,attempted,0.312
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TREE HOUSE,intentional,0.6751
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SPRING BREAK,neutral,0.153
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SPRING BREAK,accidental,0.8417
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SPRING BREAK,attempted,0.4438
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SPRING BREAK,intentional,0.7513
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CPR,neutral,0.128
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CPR,accidental,0.8897
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CPR,attempted,0.5657
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:CPR,intentional,0.8642
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MOTHER,neutral,0.1229
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MOTHER,accidental,0.6586
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MOTHER,attempted,0.2988
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:MOTHER,intentional,0.7621
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SEATBELT,neutral,0.4398
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SEATBELT,accidental,0.7194
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SEATBELT,attempted,0.4381
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:SEATBELT,intentional,0.6867
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:WET FLOOR,neutral,0.1338
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:WET FLOOR,accidental,0.5633
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:WET FLOOR,attempted,0.2134
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:WET FLOOR,intentional,0.5606
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TEENAGERS,neutral,0.2008
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TEENAGERS,accidental,0.7207
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TEENAGERS,attempted,0.46
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:TEENAGERS,intentional,0.6564
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LAPTOP,neutral,0.1733
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LAPTOP,accidental,0.6676
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LAPTOP,attempted,0.3744
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:LAPTOP,intentional,0.5677
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Allergy,intentional,0.813
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Allergy,accidental,0.6459
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Poison,intentional,0.9878
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Poison,accidental,0.4446
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Sibling,intentional,0.5398
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Sibling,accidental,0.7205
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Parent,intentional,0.3669
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Parent,accidental,0.3707
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Dog,intentional,0.958
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,wrong_w2:Dog,accidental,0.8995
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:COFFEE,neutral,0.0482
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:COFFEE,accidental,0.9731
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:COFFEE,attempted,0.0998
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:COFFEE,intentional,0.9601
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:LAB,neutral,0.0315
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:LAB,accidental,0.6115
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:LAB,attempted,0.113
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:LAB,intentional,0.427
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:JELLYFISH,neutral,0.0735
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:JELLYFISH,accidental,0.7798
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:JELLYFISH,attempted,0.1333
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:JELLYFISH,intentional,0.4526
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:BRIDGE,neutral,0.0717
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:BRIDGE,accidental,0.855
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:BRIDGE,attempted,0.1378
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:BRIDGE,intentional,0.7206
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:POOL,neutral,0.0519
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:POOL,accidental,0.7537
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:POOL,attempted,0.1203
allenai/Llama-3.1-Tulu-3-8B,4,few_shot_adult,punish_w1:POOL,intentional,0.3549
