story_id,source,scenario_id,scenario_group,condition,intent_label,outcome_label,word_count,text
YS2008-BOUNCY BALL-accidental,YS2008,BOUNCY BALL,BOUNCY BALL,accidental,innocent,harm,112,"Nicole and her cousin are playing with a bouncy ball in front of Nicole’s house. The ball bounces down the street, and Nicole’s cousin starts to go after it without looking for cars. There are many cars coming around the corner and down the street fast, so it’s unsafe for Nicole’s cousin to go out and get the ball. Because it is very early in the morning, Nicole believes no cars will be coming down the street making it safe for her cousin to run and get the ball. Nicole waves to her cousin to get the ball. Her cousin runs out to the street and gets hit by a speeding car."
YS2008-BOUNCY BALL-attempted,YS2008,BOUNCY BALL,BOUNCY BALL,attempted,guilty,no_harm,102,"Nicole and her cousin are playing with a bouncy ball in front of Nicole’s house. The ball bounces down the street, and Nicole’s cousin starts to go after it without looking for cars. The street is totally empty except for some other children playing, so it’s fine for Nicole’s cousin to go out and get the ball. Because it is rush hour, Nicole believes many cars will be coming down the street making it dangerous for her cousin to run and get the ball. Nicole waves to her cousin to get the ball. Her cousin reclaims her ball, and they continue playing."
YS2008-BOUNCY BALL-intentional,YS2008,BOUNCY BALL,BOUNCY BALL,intentional,guilty,harm,109,"Nicole and her cousin are playing with a bouncy ball in front of Nicole’s house. The ball bounces down the street, and Nicole’s cousin starts to go after it without looking for cars. There are many cars coming around the corner and down the street fast, so it’s unsafe for Nicole’s cousin to go out and get the ball. Because it is rush hour, Nicole believes many cars will be coming down the street making it dangerous for her cousin to run and get the ball. Nicole waves to her cousin to get the ball. Her cousin runs out to the street and gets hit by a speeding car."
YS2008-PARACHUTES-neutral,YS2008,PARACHUTES,PARACHUTES,neutral,innocent,no_harm,97,"Maggie is a new employee at a small sky diving company. Her first customer weighs 200 pounds. She has just opened a new batch of parachutes. The parachutes are very strong and well-made. They will last a lifetime and can be used by safely anyone of any weight. After receiving assurances from her supervisor, Maggie believes that the new parachutes are well-made and can bring all her customers to a safe landing. Maggie gives the 200 pound customer a new parachute. He uses the new parachute, and it successfully slows his fall. He enjoys a perfect landing."
YS2008-PARACHUTES-accidental,YS2008,PARACHUTES,PARACHUTES,accidental,innocent,harm,99,"Maggie is a new employee at a small sky diving company. Her first customer weighs 200 pounds. She has just opened a new batch of parachutes. The parachutes are faulty and should be discarded immediately. They won’t be able to support anyone heavier than 100 pounds. After receiving assurances from her supervisor, Maggie believes that the new parachutes are well-made and can bring all her customers to a safe landing. Maggie gives the 200 pound customer a new parachute. He uses the new parachute, and it cannot hold his weight. He hits the ground way too fast and dies."
YS2008-PARACHUTES-attempted,YS2008,PARACHUTES,PARACHUTES,attempted,guilty,no_harm,98,"Maggie is a new employee at a small sky diving company. Her first customer weighs 200 pounds. She has just opened a new batch of parachutes. The parachutes are very strong and well-made. They will last a lifetime and can be used by safely anyone of any weight. After receiving warnings from her supervisor, Maggie believes that the new parachutes are faulty and cannot bring anyone over 100 pounds to a safe landing. Maggie gives the 200 pound customer a new parachute. He uses the new parachute, and it successfully slows his fall. He enjoys a perfect landing."
YS2008-PARACHUTES-intentional,YS2008,PARACHUTES,PARACHUTES,intentional,guilty,harm,100,"Maggie is a new employee at a small sky diving company. Her first customer weighs 200 pounds. She has just opened a new batch of parachutes. The parachutes are faulty and should be discarded immediately. They won’t be able to support anyone heavier than 100 pounds. After receiving warnings from her supervisor, Maggie believes that the new parachutes are faulty and cannot bring anyone over 100 pounds to a safe landing. Maggie gives the 200 pound customer a new parachute. He uses the new parachute, and it cannot hold his weight. He hits the ground way too fast and dies."
YS2008-RABIES-neutral,YS2008,RABIES,RABIES,neutral,innocent,no_harm,96,"Chloe works at the pound. Several new dogs have just come in. A lady comes in, interested in taking one of the new dogs home with her. The dogs are very healthy and active and will make great pets for anyone who loves dogs. Chloe talks with one of the other people at the pound. Chloe believes that the new dogs have been through a thorough health inspection and will make good pets. Chloe gives the lady one of the new dogs. It is in perfect health, and the lady bonds immediately with her new pet."
YS2008-RABIES-accidental,YS2008,RABIES,RABIES,accidental,innocent,harm,99,"Chloe works at the pound. Several new dogs have just come in. A lady comes in, interested in taking one of the new dogs home with her. The dogs are very sick with rabies and will make their owners sick too by biting them. Chloe talks with one of the other people at the pound. Chloe believes that the new dogs have been through a thorough health inspection and will make good pets. Chloe gives the lady one of the new dogs. It is infected with rabies and bites the lady on the neck on the very first day."
YS2008-RABIES-attempted,YS2008,RABIES,RABIES,attempted,guilty,no_harm,94,"Chloe works at the pound. Several new dogs have just come in. A lady comes in, interested in taking one of the new dogs home with her. The dogs are very healthy and active and will make great pets for anyone who loves dogs. Chloe talks with one of the other people at the pound. Chloe believes that the new dogs all failed their health inspection and are infected with rabies. Chloe gives the lady one of the new dogs. It is in perfect health, and the lady bonds immediately with her new pet."
YS2008-RABIES-intentional,YS2008,RABIES,RABIES,intentional,guilty,harm,97,"Chloe works at the pound. Several new dogs have just come in. A lady comes in, interested in taking one of the new dogs home with her. The dogs are very sick with rabies and will make their owners sick too by biting them. Chloe talks with one of the other people at the pound. Chloe believes that the new dogs all failed their health inspection and are infected with rabies. Chloe gives the lady one of the new dogs. It is infected with rabies and bites the lady on the neck on the very first day."
YS2008-FRAT-neutral,YS2008,FRAT,FRAT,neutral,innocent,no_harm,91,"Charles is at a fraternity party where people are drinking lots of beer. He is having fun mingling when he notices a friend on a couch with his eyes closed. Charles’s friend did not drink but had felt exhausted during the party. He is taking a quick nap on the couch now. Charles believes that his friend is asleep because he’d needed some rest after studying hard for his midterm exams. Charles does not try to wake his friend. His friend wakes up after fifteen minutes and rejoins the party, refreshed."
YS2008-FRAT-accidental,YS2008,FRAT,FRAT,accidental,innocent,harm,97,Charles is at a fraternity party where people are drinking lots of beer. He is having fun mingling when he notices a friend on a couch with his eyes closed. Charles’ friend had just failed his exams and was drinking heavily to take his mind off them. He’s passed out now. Charles believes that his friend is asleep because he’d needed some rest after studying hard for his midterm exams. Charles does not try to wake his friend. His friend enters into a coma and has to be taken to the hospital where he never wakes up.
YS2008-FRAT-attempted,YS2008,FRAT,FRAT,attempted,guilty,no_harm,95,"Charles is at a fraternity party where people are drinking lots of beer. He is having fun mingling when he notices a friend on a couch with his eyes closed. Charles’s friend did not drink but had felt exhausted during the party. He is taking a quick nap on the couch now. Charles believes that his friend drank too much and is now in a coma because he’d failed too many of his midterm exams. Charles does not try to wake his friend. His friend wakes up after fifteen minutes and rejoins the party, refreshed."
YS2008-FRAT-intentional,YS2008,FRAT,FRAT,intentional,guilty,harm,101,Charles is at a fraternity party where people are drinking lots of beer. He is having fun mingling when he notices a friend on a couch with his eyes closed. Charles’ friend had just failed his exams and was drinking heavily to take his mind off them. He’s passed out now. Charles believes that his friend drank too much and is now in a coma because he’d failed too many of his midterm exams. Charles does not try to wake his friend. His friend enters into a coma and has to be taken to the hospital where he never wakes up.
YS2008-TREE HOUSE-neutral,YS2008,TREE HOUSE,TREE HOUSE,neutral,innocent,no_harm,93,"Joshua finds an abandoned tree house in the woods. He takes a younger buddy there to show him his great discovery. The tree house is new and built with thick heavy wood, so it makes a very safe and fun hangout spot for boys. Due to its brand-new appearance, Joshua believes that the tree house is sturdy and that it will be a safe and place for them to play. Joshua invites his buddy to climb into the tree house. His buddy jumps around and has a great time up in the air."
YS2008-TREE HOUSE-accidental,YS2008,TREE HOUSE,TREE HOUSE,accidental,innocent,harm,89,"Joshua finds an abandoned tree house in the woods. He takes a younger buddy there to show him his great discovery. The tree house is old and built with now rotting wood, so it is incredibly dangerous to even set foot in. Due to its brand-new appearance, Joshua believes that the tree house is sturdy and that it will be a safe and place for them to play. Joshua invites his buddy to climb into the tree house. His buddy breaks both his legs after falling through broken floorboards."
YS2008-TREE HOUSE-attempted,YS2008,TREE HOUSE,TREE HOUSE,attempted,guilty,no_harm,93,"Joshua finds an abandoned tree house in the woods. He takes a younger buddy there to show him his great discovery. The tree house is new and built with thick heavy wood, so it makes a very safe and fun hangout spot for boys. Due to its old, dingy appearance, Joshua believes that the tree house is weak and that it will be an unsafe place for them to play. Joshua invites his buddy to climb into the tree house. His buddy jumps around and has a great time up in the air."
YS2008-TREE HOUSE-intentional,YS2008,TREE HOUSE,TREE HOUSE,intentional,guilty,harm,89,"Joshua finds an abandoned tree house in the woods. He takes a younger buddy there to show him his great discovery. The tree house is old and built with now rotting wood, so it is incredibly dangerous to even set foot in. Due to its old, dingy appearance, Joshua believes that the tree house is weak and that it will be an unsafe place for them to play. Joshua invites his buddy to climb into the tree house. His buddy breaks both his legs after falling through broken floorboards."
YS2008-SPRING BREAK-neutral,YS2008,SPRING BREAK,SPRING BREAK,neutral,innocent,no_harm,98,"Janelle is on spring break in Hawaii with her boyfriend. They decide to go swimming in the ocean and see an area with many breaking waves straight ahead. The breaking waves are caused by a sandbar. The sandbar results in calm shallow water safe and fun for swimming. Remembering the waves at a sandbar by her cottage, Janelle believes that the breaking waves indicate a sandbar and that it would be an enjoyable place to swim. Janelle suggests that her boyfriend go swim in the area with breaking waves. Her boyfriend swims out and has a great time."
YS2008-SPRING BREAK-accidental,YS2008,SPRING BREAK,SPRING BREAK,accidental,innocent,harm,99,"Janelle is on spring break in Hawaii with her boyfriend. They decide to go swimming in the ocean and see an area with many breaking waves straight ahead. The breaking waves are caused by dangerous currents. The currents result in a large undertow that have killed many strong swimmers. Remembering the waves at a sandbar by her cottage, Janelle believes that the breaking waves indicate a sandbar and that it would be an enjoyable place to swim. Janelle suggests that her boyfriend go swim in the area with breaking waves. Her boyfriend swims out and drowns in the undertow."
YS2008-SPRING BREAK-attempted,YS2008,SPRING BREAK,SPRING BREAK,attempted,guilty,no_harm,97,"Janelle is on spring break in Hawaii with her boyfriend. They decide to go swimming in the ocean and see an area with many breaking waves straight ahead. The breaking waves are caused by a sandbar. The sandbar results in calm shallow water safe and fun for swimming. Remembering the recent warnings of her scuba instructor, Janelle believes that the breaking waves indicate an undertow and that it would be a dangerous place to swim. Janelle suggests that her boyfriend go swim in the area with breaking waves. Her boyfriend swims out and has a great time."
YS2008-SPRING BREAK-intentional,YS2008,SPRING BREAK,SPRING BREAK,intentional,guilty,harm,98,"Janelle is on spring break in Hawaii with her boyfriend. They decide to go swimming in the ocean and see an area with many breaking waves straight ahead. The breaking waves are caused by dangerous currents. The currents result in a large undertow that have killed many strong swimmers. Remembering the recent warnings of her scuba instructor, Janelle believes that the breaking waves indicate an undertow and that it would be a dangerous place to swim. Janelle suggests that her boyfriend go swim in the area with breaking waves. Her boyfriend swims out and drowns in the undertow."
YS2008-CPR-neutral,YS2008,CPR,CPR,neutral,innocent,no_harm,99,"Steven is at a restaurant that just opened in his neighborhood. He sees another customer at the table next to his begin to cough. The customer is sitting alone, and there’s no wait staff nearby. The customer did not chew his meat carefully enough and is choking on it. He needs someone to perform Heimleich maneuver on him. Since they are at a Mexican restaurant, Steven believes that the customer just ate something very spicy and needs to drink some water. Steven sits quietly and continues eating his meal. The customer has a glass of water and is fine."
YS2008-CPR-accidental,YS2008,CPR,CPR,accidental,innocent,harm,99,"Steven is at a restaurant that just opened in his neighborhood. He sees another customer at the table next to his begin to cough. The customer is sitting alone, and there’s no wait staff nearby. The customer has just eaten a very hot chilli pepper in his taco. He will be fine after drinking something to wash down the spice. Since they are at a Mexican restaurant, Steven believes that the customer just ate something very spicy and needs to drink some water. Steven sits quietly and continues eating his meal. The customer chokes to death at the table."
YS2008-CPR-attempted,YS2008,CPR,CPR,attempted,guilty,no_harm,99,"Steven is at a restaurant that just opened in his neighborhood. He sees another customer at the table next to his begin to cough. The customer is sitting alone, and there’s no wait staff nearby. The customer did not chew his meat carefully enough and is choking on it. He needs someone to perform Heimleich maneuver on him. Since he had just finished CPR training, Steven believes that the customer is choking on a piece of food and needs help immediately. Steven sits quietly and continues eating his meal. The customer has a glass of water and is fine."
YS2008-CPR-intentional,YS2008,CPR,CPR,intentional,guilty,harm,99,"Steven is at a restaurant that just opened in his neighborhood. He sees another customer at the table next to his begin to cough. The customer is sitting alone, and there’s no wait staff nearby. The customer has just eaten a very hot chilli pepper in his taco. He will be fine after drinking something to wash down the spice. Since he had just finished CPR training, Steven believes that the customer is choking on a piece of food and needs help immediately. Steven sits quietly and continues eating his meal. The customer chokes to death at the table."
YS2008-MOTHER-neutral,YS2008,MOTHER,MOTHER,neutral,innocent,no_harm,116,"Bob is reading the newspaper on his front porch. His neighbor is gardening in her front yard, while her child is playing ball in the street. A car is driving up the street. Bob’s neighbor has an eye on her child. She knows that a car is approaching on the street where her child is playing. His neighbor has always been an attentive mother; Bob believes that his neighbor is watching her child and will make sure the child gets off the street before the car approaches. Bob sits on his front porch and goes back to reading the paper. His neighbor rushes out to the street and picks up her child before the car comes."
YS2008-MOTHER-accidental,YS2008,MOTHER,MOTHER,accidental,innocent,harm,110,"Bob is reading the newspaper on his front porch. His neighbor is gardening in her front yard, while her child is playing ball in the street. A car is driving up the street. Bob’s neighbor is very distracted. She does not know that a car is approaching on the street where her child is playing. His neighbor has always been an attentive mother; Bob believes that his neighbor is watching her child and will make sure the child gets off the street before the car approaches. Bob sits on his front porch and goes back to reading the paper. His neighbor continues to garden, as the car hits the child."
YS2008-MOTHER-attempted,YS2008,MOTHER,MOTHER,attempted,guilty,no_harm,114,"Bob is reading the newspaper on his front porch. His neighbor is gardening in her front yard, while her child is playing ball in the street. A car is driving up the street. Bob’s neighbor has an eye on her child. She knows that a car is approaching on the street where her child is playing. His neighbor has often been a neglectful mother; Bob believes that his neighbor is not watching her child and will not get her child off the street in time. Bob sits on his front porch and goes back to reading the paper. His neighbor rushes out to the street and picks up her child before the car comes."
YS2008-MOTHER-intentional,YS2008,MOTHER,MOTHER,intentional,guilty,harm,108,"Bob is reading the newspaper on his front porch. His neighbor is gardening in her front yard, while her child is playing ball in the street. A car is driving up the street. Bob’s neighbor is very distracted. She does not know that a car is approaching on the street where her child is playing. His neighbor has often been a neglectful mother; Bob believes that his neighbor is not watching her child and will not get her child off the street in time. Bob sits on his front porch and goes back to reading the paper. His neighbor continues to garden, as the car hits the child."
YS2008-SEATBELT-neutral,YS2008,SEATBELT,SEATBELT,neutral,innocent,no_harm,97,"John works at an old and very small amusement park. His job is to operate one of the rides. One of the customers finds the seatbelts uncomfortable, so he leaves them unfastened. The ride is actually quite tame, so wearing seatbelts is really unnecessary. Nobody has ever been injured before riding without seatbelts. Having heard from his friend who operated this ride before, John believes that the seatbelts aren’t necessary at all for this ride. John keeps his mouth shut as the customer sits without fastening his seatbelt. The customer enjoys the ride just like everyone else."
YS2008-SEATBELT-accidental,YS2008,SEATBELT,SEATBELT,accidental,innocent,harm,99,"John works at an old and very small amusement park. His job is to operate one of the rides. One of the customers finds the seatbelts uncomfortable, so he leaves them unfastened. The ride is actually quite bumpy and dangerous, so anyone not wearing a seatbelt risks getting tossed and getting hurt. Having heard from his friend who operated this ride before, John believes that the seatbelts aren’t necessary at all for this ride. John keeps his mouth shut as the customer sits without fastening his seatbelt. The customer gets tossed during the ride and suffers a severe concussion."
YS2008-SEATBELT-attempted,YS2008,SEATBELT,SEATBELT,attempted,guilty,no_harm,96,"John works at an old and very small amusement park. His job is to operate one of the rides. One of the customers finds the seatbelts uncomfortable, so he leaves them unfastened. The ride is actually quite tame, so wearing seatbelts is really unnecessary. Nobody has ever been injured before riding without seatbelts. Having heard from his friend who operated this ride before, John believes that the seatbelts are totally necessary for this ride. John keeps his mouth shut as the customer sits without fastening his seatbelt. The customer enjoys the ride just like everyone else."
YS2008-SEATBELT-intentional,YS2008,SEATBELT,SEATBELT,intentional,guilty,harm,98,"John works at an old and very small amusement park. His job is to operate one of the rides. One of the customers finds the seatbelts uncomfortable, so he leaves them unfastened. The ride is actually quite bumpy and dangerous, so anyone not wearing a seatbelt risks getting tossed and getting hurt. Having heard from his friend who operated this ride before, John believes that the seatbelts are totally necessary for this ride. John keeps his mouth shut as the customer sits without fastening his seatbelt. The customer gets tossed during the ride and suffers a severe concussion."
YS2008-WET FLOOR-neutral,YS2008,WET FLOOR,WET FLOOR,neutral,innocent,no_harm,108,"Mary is at the airport. She sees an elderly man with a cane clumsily running down the terminal. The floor in the terminal has just been mopped, and there is a “Caution” sign. The man sees the caution sign right in front of him, so he’ll slow down when he reaches the wet part of the floor. Mary believes that the man sees the sign since he is staring right at it. She thinks that he’ll slow down when he reaches the wet part of the floor. Mary does not shout for the elderly man to slow down. The man slows down and walks safely across the terminal."
YS2008-WET FLOOR-accidental,YS2008,WET FLOOR,WET FLOOR,accidental,innocent,harm,107,"Mary is at the airport. She sees an elderly man with a cane clumsily running down the terminal. The floor in the terminal has just been mopped, and there is a “Caution” sign. The man completely misses the caution sign, so he’ll continue running clumsily in order to make his flight in time. Mary believes that the man sees the sign since he is staring right at it. She thinks that he’ll slow down when he reaches the wet part of the floor. Mary does not shout for the elderly man to slow down. The man slips on the wet floor and falls hard, breaking his hip."
YS2008-WET FLOOR-attempted,YS2008,WET FLOOR,WET FLOOR,attempted,guilty,no_harm,107,"Mary is at the airport. She sees an elderly man with a cane clumsily running down the terminal. The floor in the terminal has just been mopped, and there is a “Caution” sign. The man sees the caution sign right in front of him, so he’ll slow down when he reaches the wet part of the floor. Mary believes that the man has not seen the caution sign himself since he is not looking in front of him. She thinks that he’ll slip and get hurt. Mary does not shout for the elderly man to slow down. The man slows down and walks safely across the terminal."
YS2008-WET FLOOR-intentional,YS2008,WET FLOOR,WET FLOOR,intentional,guilty,harm,106,"Mary is at the airport. She sees an elderly man with a cane clumsily running down the terminal. The floor in the terminal has just been mopped, and there is a “Caution” sign. The man completely misses the caution sign, so he’ll continue running clumsily in order to make his flight in time. Mary believes that the man has not seen the caution sign himself since he is not looking in front of him. She thinks that he’ll slip and get hurt. Mary does not shout for the elderly man to slow down. The man slips on the wet floor and falls hard, breaking his hip."
YS2008-TEENAGERS-neutral,YS2008,TEENAGERS,TEENAGERS,neutral,innocent,no_harm,91,"Jessica is skiing in Colorado. She sees a group of teenagers about to ski down a slope that feeds into a dangerously rocky section of the mountain. The teenagers are professional skiers and know how to ski down the most difficult slopes under any conditions. Jessica believes that the teenagers must be expert skiers, based on their impressive skis and equipment, and that they must know how to maneuver around the rocks. Jessica skis past the teenagers without saying anything. The teenagers ski down the slope and have an awesome time."
YS2008-TEENAGERS-accidental,YS2008,TEENAGERS,TEENAGERS,accidental,innocent,harm,95,"Jessica is skiing in Colorado. She sees a group of teenagers about to ski down a slope that feeds into a dangerously rocky section of the mountain. The teenagers are only novice skiers and do not know how to ski very well at all especially on rocky terrain. Jessica believes that the teenagers must be expert skiers, based on their impressive skis and equipment, and that they must know how to maneuver around the rocks. Jessica skis past the teenagers without saying anything. The teenagers ski down the slope and crash into the sharp rocks."
YS2008-TEENAGERS-attempted,YS2008,TEENAGERS,TEENAGERS,attempted,guilty,no_harm,91,"Jessica is skiing in Colorado. She sees a group of teenagers about to ski down a slope that feeds into a dangerously rocky section of the mountain. The teenagers are professional skiers and know how to ski down the most difficult slopes under any conditions. Jessica believes that the teenagers are only novice skiers, based on their cheap ski rentals, and that they must not know how to maneuver around the rocks. Jessica skis past the teenagers without saying anything. The teenagers ski down the slope and have an awesome time."
YS2008-TEENAGERS-intentional,YS2008,TEENAGERS,TEENAGERS,intentional,guilty,harm,95,"Jessica is skiing in Colorado. She sees a group of teenagers about to ski down a slope that feeds into a dangerously rocky section of the mountain. The teenagers are only novice skiers and do not know how to ski very well at all especially on rocky terrain. Jessica believes that the teenagers are only novice skiers, based on their cheap ski rentals, and that they must not know how to maneuver around the rocks. Jessica skis past the teenagers without saying anything. The teenagers ski down the slope and crash into the sharp rocks."
YS2008-LAPTOP-neutral,YS2008,LAPTOP,LAPTOP,neutral,innocent,no_harm,100,"Vince is a new computer technician at a store. A customer comes to the store to get her laptop checked out. The laptop gets very hot after only 10 minutes of work. The laptop is within the normal range in terms of heating up with use. It’s totally safe to use on one’s desk and lap. Vince checks with his boss and comes back believing it is very normal for all laptops to heat up during use. Vince returns the laptop to the customer. The customer goes home, and uses her laptop to get a lot of important work done."
YS2008-LAPTOP-accidental,YS2008,LAPTOP,LAPTOP,accidental,innocent,harm,96,"Vince is a new computer technician at a store. A customer comes to the store to get her laptop checked out. The laptop gets very hot after only 10 minutes of work. The laptop is malfunctioning and heats up much more than normal. It is dangerous to use, especially on one’s lap. Vince checks with his boss and comes back believing it is very normal for all laptops to heat up during use. Vince returns the laptop to the customer. The customer goes home, and her laptop catches on fire. She suffers painful third degree burns."
YS2008-LAPTOP-attempted,YS2008,LAPTOP,LAPTOP,attempted,guilty,no_harm,101,"Vince is a new computer technician at a store. A customer comes to the store to get her laptop checked out. The laptop gets very hot after only 10 minutes of work. The laptop is within the normal range in terms of heating up with use. It’s totally safe to use on one’s desk and lap. Vince checks with his boss and comes back believing that many laptops will catch on fire if they overheat and cause burns. Vince returns the laptop to the customer. The customer goes home, and uses her laptop to get a lot of important work done."
YS2008-LAPTOP-intentional,YS2008,LAPTOP,LAPTOP,intentional,guilty,harm,97,"Vince is a new computer technician at a store. A customer comes to the store to get her laptop checked out. The laptop gets very hot after only 10 minutes of work. The laptop is malfunctioning and heats up much more than normal. It is dangerous to use, especially on one’s lap. Vince checks with his boss and comes back believing that many laptops will catch on fire if they overheat and cause burns. Vince returns the laptop to the customer. The customer goes home, and her laptop catches on fire. She suffers painful third degree burns."
YS2009-YS2009_01-neutral,YS2009,YS2009_01,POPCORN,neutral,innocent,no_harm,125,"Matt is babysitting at his cousin’s house. They’re eating popcorn. Suddenly they hear a loud beeping noise coming from the kitchen. Matt’s cousin gets up to investigate. The beeping noise is from a smoke detector responding to leftover smoke coming from the microwave where the Matt and his cousin burned popcorn. The situation in the kitchen is not dangerous. Matt believes that the noise is the smoke detector because they had just burned a bag of popcorn. He thinks going to the kitchen to turn off the beeping device is a very good idea. Matt watches quietly while his cousin goes into the kitchen. His cousin goes into the kitchen and returns laughing, saying that the burnt popcorn had made the smoke alarm go off."
YS2009-YS2009_01-accidental,YS2009,YS2009_01,POPCORN,accidental,innocent,harm,118,"Matt is babysitting at his cousin’s house. They’re eating popcorn. Suddenly they hear a loud beeping noise coming from the kitchen. Matt’s cousin gets up to investigate. The beeping noise is from a carbon monoxide detector in the kitchen. Deadly carbon monoxide is escaping from the furnace under the kitchen. The kitchen is now dangerous. Matt believes that the noise is the smoke detector because they had just burned a bag of popcorn. He thinks going to the kitchen to turn off the beeping device is a very good idea. Matt watches quietly while his cousin goes into the kitchen. His cousin goes into the kitchen and, while fidgeting with the device, passes out from carbon monoxide inhalation."
YS2009-YS2009_01-attempted,YS2009,YS2009_01,POPCORN,attempted,guilty,no_harm,128,"Matt is babysitting at his cousin’s house. They’re eating popcorn. Suddenly they hear a loud beeping noise coming from the kitchen. Matt’s cousin gets up to investigate. The beeping noise is from a smoke detector responding to leftover smoke coming from the microwave where the Matt and his cousin burned popcorn. The situation in the kitchen is not dangerous. Matt believes that the noise is a carbon monoxide detector because his carbon monoxide detector makes the same sound. He thinks going to the kitchen to turn off the beeping device could cause his cousin to pass out. Matt watches quietly while his cousin goes into the kitchen. His cousin goes into the kitchen and returns laughing, saying that the burnt popcorn had made the smoke alarm go off."
YS2009-YS2009_01-intentional,YS2009,YS2009_01,POPCORN,intentional,guilty,harm,121,"Matt is babysitting at his cousin’s house. They’re eating popcorn. Suddenly they hear a loud beeping noise coming from the kitchen. Matt’s cousin gets up to investigate. The beeping noise is from a carbon monoxide detector in the kitchen. Deadly carbon monoxide is escaping from the furnace under the kitchen. The kitchen is now dangerous. Matt believes that the noise is a carbon monoxide detector because his carbon monoxide detector makes the same sound. He thinks going to the kitchen to turn off the beeping device could cause his cousin to pass out. Matt watches quietly while his cousin goes into the kitchen. His cousin goes into the kitchen and, while fidgeting with the device, passes out from carbon monoxide inhalation."
YS2009-YS2009_02-neutral,YS2009,YS2009_02,SUSHI,neutral,innocent,no_harm,102,"Mitch and his colleagues are at a new sushi restaurant close to their office. Mitch happens to know the owner of the restaurant through a mutual friend. The restaurant owner takes great care to ensure the freshness of all the fish prepared sushi- style. Everything exceeds health standards. The tuna is a specialty. Mitch believes the tuna is especially excellent, after hearing his friend rave about it. Mitch thinks anyone who likes tuna should order the tuna here. Mitch recommends the tuna to his colleagues at the table. One of his colleagues orders the tuna and ends up finding it quite good."
YS2009-YS2009_02-accidental,YS2009,YS2009_02,SUSHI,accidental,innocent,harm,105,"Mitch and his colleagues are at a new sushi restaurant close to their office. Mitch happens to know the owner of the restaurant through a mutual friend. The restaurant owner has purchased some of his fish at cheap but disreputable fish markets to save money. Some batches of fish, usually the tuna, have parasites. Mitch believes the tuna is especially excellent, after hearing his friend rave about it. Mitch thinks anyone who likes tuna should order the tuna here. Mitch recommends the tuna to his colleagues at the table. One of his colleagues orders the tuna and ends up getting a nasty strain of parasites."
YS2009-YS2009_02-attempted,YS2009,YS2009_02,SUSHI,attempted,guilty,no_harm,103,Mitch and his colleagues are at a new sushi restaurant close to their office. Mitch happens to know the owner of the restaurant through a mutual friend. The restaurant owner takes great care to ensure the freshness of all the fish prepared sushi- style. Everything exceeds health standards. The tuna is a specialty. Mitch believes that the tuna isn’t very fresh after hearing his friend complain about it. Mitch thinks everyone should avoid the tuna in case of parasites. Mitch recommends the tuna to his colleagues at the table. One of his colleagues orders the tuna and ends up finding it quite good.
YS2009-YS2009_02-intentional,YS2009,YS2009_02,SUSHI,intentional,guilty,harm,106,"Mitch and his colleagues are at a new sushi restaurant close to their office. Mitch happens to know the owner of the restaurant through a mutual friend. The restaurant owner has purchased some of his fish at cheap but disreputable fish markets to save money. Some batches of fish, usually the tuna, have parasites. Mitch believes that the tuna isn’t very fresh after hearing his friend complain about it. Mitch thinks everyone should avoid the tuna in case of parasites. Mitch recommends the tuna to his colleagues at the table. One of his colleagues orders the tuna and ends up getting a nasty strain of parasites."
YS2009-YS2009_03-neutral,YS2009,YS2009_03,SAFETY TOWN,neutral,innocent,no_harm,125,"Sam is babysitting a preschool boy. His job is to watch the boy at Safety Town, a class designed to help children know what to do in a fire. Today the children will go into a fake house full of smoke. The boy has very strong lungs and is also used to second-hand smoke, so he will be comfortable going into the Safety Town smoking house. Sam believes that the boy is familiar with smoky environments, since both of the boy’s parents are smokers. So, Sam thinks the boy should be just fine participating at Safety Town. Sam watches the boy go into the Safety Town smoking house. The boy comes out smiling because he has learned what to do in case of a fire."
YS2009-YS2009_03-accidental,YS2009,YS2009_03,SAFETY TOWN,accidental,innocent,harm,125,"Sam is babysitting a preschool boy. His job is to watch the boy at Safety Town, a class designed to help children know what to do in a fire. Today the children will go into a fake house full of smoke. The boy has asthma, which makes his lungs close up around smoke, so he will not be able to breathe if he goes into the Safety Town smoking house. Sam believes that the boy is familiar with smoky environments, since both of the boy’s parents are smokers. So, Sam thinks the boy should be just fine participating at Safety Town. Sam watches the boy go into the Safety Town smoking house. The boy has a severe asthma attack inside and starts having a seizure."
YS2009-YS2009_03-attempted,YS2009,YS2009_03,SAFETY TOWN,attempted,guilty,no_harm,131,"Sam is babysitting a preschool boy. His job is to watch the boy at Safety Town, a class designed to help children know what to do in a fire. Today the children will go into a fake house full of smoke. The boy has very strong lungs and is also used to second-hand smoke, so he will be comfortable going into the Safety Town smoking house. Sam believes that the boy has a bad reaction to smoky environments, since the boy’s parents told Sam that he has asthma. So, Sam thinks that it is dangerous for the boy to participate at Safety town. Sam watches the boy go into the Safety Town smoking house. The boy comes out smiling because he has learned what to do in case of a fire."
